	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated
chr1_63128695_63128801_DOCK7-NM_001367561.1	124	127	162	126	426	207	402	109	149	108	589	121	274	325	162	121	323	152
chr1_63153897_63153935_DOCK7-NM_001367561.1	82	90	89	87	295	134	246	81	82	67	355	48	157	185	67	58	201	108
chr1_68512293_68512980_DIRAS3-NM_004675.4	29	9	164	143	125	56	195	5	88	37	677	180	91	114	137	37	123	23
chr1_147954852_147955344_PPIAL4G-NM_001123068.1	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr1_150620799_150621224_GOLPH3L-NM_018178.6	132	217	251	265	490	306	358	306	147	260	1141	464	786	939	510	304	383	247
chr1_150634289_150634404_GOLPH3L-NM_018178.6	71	115	123	146	297	182	217	167	57	124	762	293	431	787	296	167	225	102
chr1_150636107_150636239_GOLPH3L-NM_018178.6	78	118	116	142	316	194	194	161	50	130	771	293	416	843	266	146	236	124
chr1_150667131_150667314_GOLPH3L-NM_018178.6	91	131	148	143	313	206	236	165	67	137	742	289	479	892	318	172	301	165
chr1_151009201_151009242_BNIPL-NM_138278.4	0	2	0	0	0	2	2	0	1	0	2	0	4	1	2	0	2	0
chr1_151010042_151010138_BNIPL-NM_138278.4	0	2	1	0	0	0	2	0	1	0	1	0	5	0	0	0	1	0
chr1_151010979_151011044_BNIPL-NM_138278.4	1	1	3	2	1	1	3	0	1	0	0	2	5	4	0	0	1	0
chr1_151011271_151011502_BNIPL-NM_138278.4	1	2	5	3	1	1	3	0	1	0	1	3	13	5	0	0	2	2
chr1_151011315_151011502_BNIPL-NM_001159642.2	1	1	4	2	1	1	3	0	1	0	1	1	12	5	0	0	1	2
chr1_151015431_151015614_BNIPL-NM_001159642.2	0	1	2	2	0	1	3	0	1	1	3	2	20	2	2	0	0	2
chr1_151015807_151015910_BNIPL-NM_001159642.2	0	0	1	0	0	0	1	0	2	0	3	0	12	0	0	0	0	0
chr1_151016071_151016203_BNIPL-NM_001159642.2	0	1	0	1	0	0	0	0	1	0	4	2	10	0	0	0	1	0
chr1_151018272_151018359_BNIPL-NM_001159642.2	0	2	0	0	0	1	1	0	0	0	1	1	6	0	0	0	2	0
chr1_151018542_151018641_BNIPL-NM_001159642.2	0	2	0	1	0	1	1	0	0	0	3	0	10	0	0	0	5	0
chr1_151019126_151019160_BNIPL-NM_001159642.2	0	2	0	1	0	1	0	0	0	0	2	0	8	0	0	0	5	0
chr1_196197356_196197465_KCNT2-NM_001287820.3	11	8	12	5	26	4	35	1	7	0	59	3	81	40	78	22	36	5
chr1_196205115_196205200_KCNT2-NM_001287820.3	5	6	15	5	27	8	24	1	6	0	51	6	73	34	68	27	25	3
chr1_196227323_196227624_KCNT2-NM_001287820.3	18	10	32	6	42	13	60	4	13	3	91	14	150	90	136	45	52	3
chr1_196242597_196242618_KCNT2-NM_001287820.3	1	3	2	0	9	1	23	2	4	1	16	0	32	24	27	5	10	0
chr1_196249989_196250118_KCNT2-NM_001287820.3	10	5	17	4	30	0	46	5	7	4	67	9	79	64	85	21	20	3
chr1_196251402_196251486_KCNT2-NM_001287820.3	13	3	14	3	28	2	40	5	7	4	58	12	52	49	70	16	19	7
chr1_196254786_196254888_KCNT2-NM_001287820.3	14	6	16	2	29	5	41	4	10	2	56	10	55	61	79	15	21	6
chr1_196274363_196274475_KCNT2-NM_001287820.3	7	10	19	1	42	7	47	7	7	4	54	5	45	69	75	11	28	3
chr1_196285021_196285156_KCNT2-NM_001287820.3	6	9	16	3	51	10	48	6	2	2	68	4	45	60	89	12	34	2
chr1_196288613_196288685_KCNT2-NM_198503.5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2
chr1_196295846_196296019_KCNT2-NM_001287820.3	8	6	11	5	32	13	58	7	5	1	75	7	68	54	84	14	33	2
chr1_196300285_196300391_KCNT2-NM_001287820.3	6	1	8	3	21	11	54	5	6	0	60	7	67	35	64	12	20	3
chr1_196302976_196303190_KCNT2-NM_001287820.3	12	2	11	3	30	12	60	4	8	1	76	12	74	63	77	18	26	5
chr1_196309470_196309700_KCNT2-NM_001287820.3	11	2	13	3	43	15	63	1	10	4	67	13	72	84	78	18	32	9
chr1_196311208_196311358_KCNT2-NM_001287819.3	5	3	8	7	28	13	35	3	7	2	50	9	53	54	63	12	23	3
chr1_196342269_196342378_KCNT2-NM_001287820.3	3	11	7	7	21	9	14	1	7	2	41	2	34	32	46	12	17	2
chr1_196367692_196367801_KCNT2-NM_001287820.3	4	10	10	7	29	5	19	4	7	1	47	5	54	43	64	16	21	8
chr1_196392179_196392243_KCNT2-NM_001287820.3	4	6	4	4	30	5	27	6	2	0	44	8	44	44	56	13	20	7
chr1_196394981_196395118_KCNT2-NM_001287820.3	6	5	7	7	37	9	44	12	5	1	69	11	62	61	87	11	36	11
chr1_196397234_196397399_KCNT2-NM_001287820.3	4	8	12	6	30	9	54	8	8	1	72	8	76	56	96	12	33	9
chr1_196398706_196398887_KCNT2-NM_001287820.3	4	5	8	3	29	5	45	6	11	1	66	5	72	40	67	16	27	6
chr1_196434422_196434517_KCNT2-NM_001287820.3	3	2	2	0	24	2	21	5	9	0	39	2	59	25	40	12	25	4
chr1_196436832_196436916_KCNT2-NM_001287820.3	1	2	3	2	25	3	18	7	8	0	52	3	55	20	34	9	24	4
chr1_196438123_196438198_KCNT2-NM_001287820.3	3	0	3	2	23	6	23	8	7	1	54	3	39	23	33	11	26	4
chr1_196448308_196448368_KCNT2-NM_001287820.3	3	1	2	2	15	5	21	5	6	1	44	2	36	26	28	6	20	2
chr1_196451460_196451509_KCNT2-NM_001287820.3	3	1	1	2	12	4	20	2	6	1	33	1	32	31	25	8	17	1
chr1_196458967_196459067_KCNT2-NM_001287820.3	5	1	4	2	18	2	23	2	4	0	37	2	23	52	25	9	24	2
chr1_196461391_196461471_KCNT2-NM_001287820.3	4	0	5	6	16	0	11	1	3	0	32	2	25	37	15	8	23	2
chr1_196577344_196577439_KCNT2-NM_001287820.3	2	1	3	4	19	3	15	3	2	1	30	2	25	38	29	9	29	1
chr1_200522518_200522895_KIF14-NM_001305792.1	68	39	112	89	281	116	37	56	19	70	203	281	22	177	162	138	94	87
chr1_200523595_200523734_KIF14-NM_001305792.1	23	20	58	48	133	71	24	32	8	35	103	147	10	91	85	76	45	49
chr1_200524507_200524582_KIF14-NM_001305792.1	25	16	47	47	106	47	26	21	8	15	74	113	9	89	73	75	32	41
chr1_200528457_200528580_KIF14-NM_001305792.1	36	22	56	48	128	38	30	25	8	17	80	129	8	100	90	82	45	50
chr1_200529849_200530008_KIF14-NM_001305792.1	43	28	58	48	135	41	34	28	10	20	100	144	17	98	105	79	54	47
chr1_200534196_200534381_KIF14-NM_001305792.1	36	23	54	61	133	57	26	39	14	24	101	164	25	76	123	88	64	45
chr1_200534572_200534797_KIF14-NM_001305792.1	43	22	67	76	150	77	23	56	13	24	127	193	25	89	135	103	61	57
chr1_200539038_200539133_KIF14-NM_001305792.1	23	14	47	58	119	58	19	40	7	15	96	127	19	78	85	92	39	42
chr1_200544718_200544819_KIF14-NM_001305792.1	29	16	50	63	124	57	22	29	8	18	104	119	18	85	93	99	41	47
chr1_200549381_200549511_KIF14-NM_001305792.1	35	20	58	56	145	55	18	27	7	20	110	126	17	93	91	112	36	61
chr1_200550328_200550422_KIF14-NM_001305792.1	40	19	53	33	131	56	19	28	8	11	104	130	16	73	86	87	32	65
chr1_200555228_200555355_KIF14-NM_001305792.1	47	30	80	58	156	55	30	29	8	12	132	188	20	79	124	111	53	81
chr1_200558344_200558497_KIF14-NM_001305792.1	54	35	83	70	167	69	40	44	6	15	132	190	19	96	144	123	70	82
chr1_200559252_200559400_KIF14-NM_001305792.1	46	32	67	74	159	62	33	44	6	20	127	155	15	91	111	106	64	70
chr1_200561207_200561368_KIF14-NM_001305792.1	45	34	74	79	160	45	34	35	8	33	152	161	23	88	113	98	61	85
chr1_200562794_200562897_KIF14-NM_001305792.1	38	23	56	52	103	25	20	29	5	28	114	128	15	54	88	74	50	71
chr1_200567364_200567549_KIF14-NM_001305792.1	43	32	84	85	153	58	27	37	10	38	125	210	20	71	140	127	72	100
chr1_200569177_200569241_KIF14-NM_001305792.1	24	19	61	57	124	46	16	14	6	24	80	143	15	64	92	94	55	60
chr1_200569483_200569631_KIF14-NM_001305792.1	37	22	77	67	176	64	19	26	11	27	132	181	15	98	104	125	59	76
chr1_200571023_200571196_KIF14-NM_001305792.1	41	16	78	70	173	65	15	33	15	31	152	168	18	103	104	119	41	65
chr1_200572353_200572469_KIF14-NM_001305792.1	36	17	58	46	129	45	19	23	10	19	111	135	16	76	80	75	40	43
chr1_200572966_200573083_KIF14-NM_001305792.1	28	19	68	38	119	48	22	19	11	14	96	139	12	69	82	78	38	43
chr1_200574410_200574518_KIF14-NM_001305792.1	19	18	59	41	113	43	22	20	15	18	101	129	10	81	92	63	38	34
chr1_200574991_200575022_KIF14-NM_001305792.1	13	10	30	29	77	28	17	15	13	15	66	71	9	51	63	36	30	19
chr1_200575873_200575926_KIF14-NM_001305792.1	15	11	35	35	78	32	23	14	12	18	77	74	10	64	61	44	34	27
chr1_200577957_200578038_KIF14-NM_001305792.1	20	15	31	38	76	35	24	13	11	14	70	79	8	70	63	53	35	30
chr1_200577957_200578056_KIF14-NM_014875.3	22	17	33	45	79	36	27	16	14	14	77	86	10	72	65	58	36	36
chr1_200583445_200583533_KIF14-NM_014875.3	19	17	33	43	68	30	23	18	11	10	71	81	9	61	48	61	31	36
chr1_200584482_200584737_KIF14-NM_014875.3	39	31	66	82	154	55	28	28	16	15	137	176	17	96	100	108	58	68
chr1_200586739_200587851_KIF14-NM_014875.3	139	113	212	224	502	203	68	108	43	79	392	563	77	304	349	329	146	237
chr1_203452312_203453285_PRELP-NM_002725.4	35	72	43	184	174	1056	399	647	831	2114	779	677	302	8641	38	79	104	82
chr1_203455833_203456006_PRELP-NM_002725.4	11	26	8	55	52	308	145	187	261	651	289	191	78	2013	5	22	28	16
chr1_203766650_203769587_ZBED6-NM_001174108.2	256	1460	851	1379	1596	1694	590	996	455	804	2056	1549	1118	2783	1047	1256	490	529
chr1_206137334_206137486_FAM72A-NM_001317901.1	14	6	16	13	69	13	53	14	24	12	136	17	39	50	38	8	86	16
chr1_206139304_206139456_FAM72A-NM_001123168.2	87	14	54	37	191	35	38	33	29	16	132	96	20	132	69	60	76	47
chr1_206141445_206141523_FAM72A-NM_001317901.1	64	9	37	30	136	25	25	24	20	12	116	63	24	88	45	54	53	41
chr1_206145453_206145578_FAM72A-NM_001317901.1	27	13	32	22	116	16	31	23	17	15	87	60	20	65	43	51	45	33
chr1_206153956_206154048_FAM72A-NM_001317901.1	35	15	24	18	102	10	21	22	19	15	94	66	20	68	53	32	36	12
chr1_207039197_207039356_IL20-NM_018724.3	4	0	2	0	7	0	2	0	2	0	6	0	1	0	0	0	1	0
chr1_207039643_207039709_IL20-NM_018724.3	3	0	1	0	10	0	1	0	2	0	5	0	1	0	0	0	1	0
chr1_207039828_207039981_IL20-NM_018724.3	13	0	1	2	12	0	2	0	4	0	6	0	4	0	0	0	5	0
chr1_207040728_207040803_IL20-NM_018724.3	9	0	0	1	5	0	3	0	3	0	2	0	1	0	0	0	8	0
chr1_207041831_207041906_IL20-NM_018724.3	9	0	1	0	3	0	2	0	2	0	1	0	4	1	0	0	8	0
chr1_207495110_207495210_CD55-NM_001114752.3	255	186	378	274	510	317	482	189	395	214	1131	344	688	987	371	97	717	241
chr1_207495726_207495912_CD55-NM_001114752.3	514	352	815	485	984	558	1109	413	905	478	2512	783	1409	1872	845	187	1594	455
chr1_207497903_207498095_CD55-NM_001114752.3	702	522	1158	720	1206	670	1631	570	1359	703	3746	1118	1999	2537	1239	274	2270	637
chr1_207498966_207499066_CD55-NM_001114752.3	641	484	1068	609	1073	574	1495	497	1216	640	3484	967	1875	2407	1098	275	2048	540
chr1_207500096_207500182_CD55-NM_001114752.3	616	453	972	543	1017	527	1345	474	1063	582	3222	856	1708	2444	1000	262	1897	495
chr1_207504452_207504641_CD55-NM_001114752.3	830	613	1332	731	1394	789	1803	675	1510	829	4465	1229	2261	3087	1425	357	2608	661
chr1_207510037_207510163_CD55-NM_001114752.3	854	505	1203	637	1176	673	1473	561	1244	680	3789	980	2093	2664	1189	314	2383	635
chr1_207510673_207510754_CD55-NM_001114752.3	885	445	1091	538	1047	576	1343	506	1090	582	3537	809	2026	2487	1048	279	2257	676
chr1_207512741_207512762_CD55-NM_001114752.3	528	286	719	326	704	358	873	330	713	381	2314	512	1335	1582	679	181	1478	462
chr1_207513735_207513853_CD55-NM_001114752.3	100	125	183	115	148	150	185	128	166	158	457	190	301	646	147	63	279	177
chr1_207513735_207513986_CD55-NM_001300902.2	111	140	205	144	165	178	207	158	193	191	496	225	325	751	166	74	319	202
chr1_207520791_207520906_CD55-NM_001300903.2	2	0	14	2	1	0	28	2	16	2	29	0	27	0	10	0	28	0
chr1_207527351_207527422_CD55-NM_001300904.2	1	0	1	1	2	0	8	0	2	0	2	1	2	0	0	1	0	0
chr1_207532890_207532952_CD55-NM_000574.5	490	230	645	268	583	241	797	274	646	310	2265	413	1285	1176	653	136	1395	321
chr1_207532890_207533011_CD55-NM_001114752.3	621	286	849	357	732	285	1071	337	831	382	2922	493	1680	1419	883	163	1833	391
chr1_212115168_212115453_INTS7-NM_001199809.1	149	65	282	172	530	87	682	138	260	103	1154	247	618	450	525	212	361	158
chr1_212118125_212118311_INTS7-NM_001199809.1	116	54	248	148	483	85	572	128	218	79	991	213	505	348	464	168	294	104
chr1_212119948_212119987_INTS7-NM_001199812.1	58	22	129	75	251	44	294	74	126	43	572	114	259	181	241	90	159	52
chr1_212119948_212120047_INTS7-NM_001199809.1	79	28	174	102	324	65	382	104	171	59	777	157	351	258	342	119	210	80
chr1_212125910_212126043_INTS7-NM_001199809.1	89	40	181	118	328	60	401	108	172	60	735	175	398	301	361	144	248	90
chr1_212125952_212126043_INTS7-NM_001199811.1	76	32	145	88	256	50	318	89	137	43	575	141	314	251	280	118	198	72
chr1_212139771_212139840_INTS7-NM_001199809.1	83	41	120	79	265	46	313	77	142	41	498	127	304	242	255	118	184	60
chr1_212141219_212141323_INTS7-NM_001199809.1	85	45	169	91	324	65	418	101	159	64	600	131	351	280	290	125	220	80
chr1_212141854_212142049_INTS7-NM_001199809.1	139	65	255	130	496	104	645	137	236	104	927	211	514	398	447	177	316	115
chr1_212148507_212148714_INTS7-NM_001199809.1	130	70	258	148	513	129	699	121	297	110	964	227	565	536	437	189	320	121
chr1_212149923_212150061_INTS7-NM_001199809.1	83	52	189	110	417	114	568	84	248	81	731	179	445	463	330	153	256	99
chr1_212151613_212151853_INTS7-NM_001199809.1	133	56	247	146	547	137	694	117	281	112	895	230	603	558	444	203	314	145
chr1_212154434_212154532_INTS7-NM_001199809.1	90	35	129	82	296	56	381	73	150	63	525	106	365	352	233	122	180	100
chr1_212156017_212156152_INTS7-NM_001199809.1	151	49	188	137	413	73	509	109	196	66	760	139	457	420	332	162	262	127
chr1_212161227_212161345_INTS7-NM_001199809.1	133	43	174	127	410	65	497	93	179	68	699	158	384	371	321	155	229	100
chr1_212179980_212180103_INTS7-NM_001199809.1	102	42	175	115	365	63	439	80	159	78	685	158	394	324	347	161	203	76
chr1_212180591_212180791_INTS7-NM_001199809.1	133	75	221	174	436	98	591	111	238	107	921	200	482	393	444	193	275	115
chr1_212184716_212184763_INTS7-NM_001199809.1	87	47	122	100	266	56	331	68	144	50	519	113	290	252	269	100	157	80
chr1_212190227_212190365_INTS7-NM_001199809.1	111	67	201	145	367	75	522	112	202	91	763	151	503	404	372	177	232	98
chr1_212193463_212193610_INTS7-NM_001199811.1	99	55	218	152	400	85	541	114	192	87	778	166	463	436	395	174	266	95
chr1_212194424_212194554_INTS7-NM_001199809.1	97	54	198	111	412	84	396	85	165	62	624	170	384	422	354	133	274	102
chr1_212208685_212208779_INTS7-NM_001199809.1	98	54	179	104	375	79	342	78	154	65	547	152	447	404	304	130	298	100
chr1_218520043_218520389_TGFB2-NM_001135599.3	702	20	1185	37	2737	132	2187	83	1288	79	2138	25	1136	163	1740	101	723	22
chr1_218536675_218536759_TGFB2-NM_001135599.3	52	0	56	3	132	6	266	2	112	5	133	0	55	12	96	3	59	3
chr1_218578510_218578674_TGFB2-NM_001135599.3	537	14	906	25	1986	83	1660	70	914	44	1635	22	896	119	1270	62	562	17
chr1_218607423_218607556_TGFB2-NM_001135599.3	498	13	806	26	1906	68	1585	73	851	29	1590	29	857	134	1155	45	567	19
chr1_218607679_218607790_TGFB2-NM_001135599.3	459	10	704	27	1741	62	1466	68	799	38	1423	29	817	139	1078	38	499	22
chr1_218609311_218609489_TGFB2-NM_001135599.3	593	9	860	33	2041	80	1824	63	1037	65	1742	42	997	173	1297	43	612	19
chr1_218610684_218610838_TGFB2-NM_001135599.3	513	16	871	36	1956	77	1753	57	1002	55	1698	41	972	166	1258	44	587	26
chr1_218614545_218614701_TGFB2-NM_001135599.3	502	19	808	30	1872	69	1554	44	952	54	1675	32	908	133	1250	57	587	32
chr1_220702164_220702215_MARK1-NM_018650.5	5	14	6	13	21	9	65	10	20	17	35	20	26	42	10	6	15	6
chr1_220752695_220752899_MARK1-NM_018650.5	13	24	10	35	25	17	93	20	40	23	58	29	51	93	14	13	26	15
chr1_220754406_220754460_MARK1-NM_018650.5	9	18	9	19	15	14	48	8	26	17	30	15	25	80	11	11	15	13
chr1_220754406_220754469_MARK1-NM_001286129.2	9	18	9	19	15	14	49	9	27	17	30	16	27	80	11	11	15	13
chr1_220771672_220771721_MARK1-NM_018650.5	5	16	8	12	8	11	40	10	8	14	16	8	19	67	6	11	4	9
chr1_220773139_220773205_MARK1-NM_018650.5	5	14	6	10	12	12	47	9	13	19	13	13	21	78	10	10	4	9
chr1_220777408_220777479_MARK1-NM_018650.5	13	12	6	12	12	10	48	13	14	18	14	17	25	104	13	13	11	12
chr1_220789280_220789337_MARK1-NM_018650.5	14	13	4	12	7	10	45	15	17	16	15	18	24	88	15	14	10	13
chr1_220791651_220791888_MARK1-NM_018650.5	18	30	13	25	26	13	85	38	33	25	35	39	47	141	26	30	24	30
chr1_220791977_220792097_MARK1-NM_018650.5	7	23	12	15	21	15	87	27	23	18	30	44	39	85	19	28	14	24
chr1_220804376_220804476_MARK1-NM_018650.5	10	22	14	16	27	20	86	21	20	15	33	37	30	79	14	31	14	15
chr1_220805542_220805655_MARK1-NM_018650.5	12	19	14	17	34	20	72	22	23	13	39	30	40	73	17	30	15	13
chr1_220808717_220808871_MARK1-NM_018650.5	18	24	10	25	40	23	87	27	28	13	36	32	49	78	20	35	20	11
chr1_220809174_220809368_MARK1-NM_018650.5	15	33	15	25	28	17	110	35	44	22	30	43	64	89	20	33	21	27
chr1_220823961_220824062_MARK1-NM_018650.5	11	22	12	18	14	10	82	24	43	18	26	33	47	84	20	22	15	20
chr1_220825327_220825492_MARK1-NM_018650.5	15	23	16	22	18	13	82	26	42	22	39	39	39	95	25	20	21	15
chr1_220826439_220826694_MARK1-NM_001286124.1	12	30	19	27	25	19	105	30	36	31	55	50	54	114	43	36	25	29
chr1_220826442_220826694_MARK1-NM_018650.5	12	30	19	27	25	19	105	30	36	31	55	50	54	114	43	36	25	29
chr1_220831131_220831176_MARK1-NM_018650.5	3	9	5	15	1	9	18	10	6	19	10	20	14	55	9	13	6	13
chr1_220835153_220835505_MARK1-NM_018650.5	13	25	16	58	35	28	119	45	48	38	44	48	54	166	47	28	23	29
chr1_227920095_227920377_JMJD4-NM_001161465.1	98	105	110	219	479	278	601	188	290	188	759	363	260	855	290	251	229	171
chr1_227920581_227920728_JMJD4-NM_023007.2	68	64	70	150	295	210	374	114	187	128	504	246	190	708	216	196	156	135
chr1_227920629_227920728_JMJD4-NM_001161465.1	58	53	59	128	239	173	323	89	151	107	423	208	152	584	178	161	127	112
chr1_227921114_227921382_JMJD4-NM_001161465.1	88	106	96	233	473	271	669	181	309	216	740	415	289	934	335	270	191	233
chr1_227921607_227921733_JMJD4-NM_001161465.1	59	55	53	136	296	184	406	121	177	133	452	237	172	589	185	167	90	126
chr1_227922351_227922517_JMJD4-NM_001161465.1	55	47	56	105	311	185	354	118	157	114	417	186	152	466	156	149	94	95
chr1_227922712_227923112_JMJD4-NM_001161465.1	35	44	53	82	239	169	264	84	131	74	317	164	121	396	122	107	89	72
chr2_280149_280152_ALKAL2-NM_001002919.3	0	0	0	0	0	0	1	0	2	0	0	0	1	1	2	0	0	0
chr2_283110_283175_ALKAL2-NM_001002919.3	0	0	0	0	1	0	1	0	1	0	1	0	1	1	4	0	1	0
chr2_286122_286203_ALKAL2-NM_001002919.3	1	1	7	0	10	0	22	0	4	0	13	1	13	2	12	0	6	1
chr2_286289_286343_ALKAL2-NM_001002919.3	2	0	9	0	9	0	14	0	3	0	12	1	14	4	9	0	9	0
chr2_287582_287835_ALKAL2-NM_001002919.3	3	0	5	0	14	1	29	1	4	0	34	0	11	1	9	1	15	0
chr2_36943513_36943565_VIT-NM_001177969.1	2	17	0	0	6	13	0	3	11	13	4	15	4	24	0	0	0	1
chr2_36956568_36956634_VIT-NM_001177969.1	6	22	1	1	7	23	0	3	14	15	11	18	3	26	0	0	1	3
chr2_36970242_36970399_VIT-NM_001177969.1	8	30	1	3	8	23	2	7	19	25	17	18	9	29	0	0	2	5
chr2_36982063_36982197_VIT-NM_001177969.1	7	28	0	2	9	21	5	5	16	21	19	16	10	30	0	0	0	2
chr2_36986111_36986189_VIT-NM_001177969.1	8	22	1	1	7	20	5	2	13	17	15	14	8	23	0	0	0	2
chr2_36986111_36986311_VIT-NM_001177972.2	9	29	2	3	7	25	5	3	14	23	18	18	10	26	0	0	0	6
chr2_36994236_36994428_VIT-NM_001177969.1	5	16	0	1	8	6	2	1	8	10	9	13	6	20	0	0	1	1
chr2_37000933_37000990_VIT-NM_001177969.1	2	6	0	0	4	2	1	0	4	4	5	9	4	7	0	0	0	1
chr2_37002144_37002210_VIT-NM_001177969.1	2	4	1	1	3	3	0	0	4	5	2	7	3	3	1	0	1	1
chr2_37008869_37008914_VIT-NM_053276.4	1	2	1	0	0	0	0	0	4	4	3	4	3	5	0	0	0	1
chr2_37010482_37010545_VIT-NM_001177969.1	1	8	0	0	4	5	0	1	5	3	4	8	3	8	0	0	1	1
chr2_37014271_37014419_VIT-NM_001177969.1	0	6	0	2	4	11	1	4	7	10	6	11	3	15	0	0	1	0
chr2_37028443_37028547_VIT-NM_001177969.1	0	2	0	2	2	10	1	3	6	10	4	7	5	10	0	0	0	0
chr2_37032580_37032807_VIT-NM_001177969.1	3	13	3	4	4	15	1	5	5	6	12	5	8	20	0	1	0	0
chr2_37035614_37036128_VIT-NM_001177969.1	5	31	5	1	5	29	4	5	20	30	30	11	13	40	0	0	0	3
chr2_37041325_37041501_VIT-NM_001177969.1	3	11	2	0	2	12	2	3	10	15	13	3	7	15	0	1	0	3
chr2_47144334_47144416_TTC7A-NM_001288953.2	29	0	7	4	40	2	50	5	42	3	65	15	43	9	20	1	39	8
chr2_47168680_47168864_TTC7A-NM_001288951.2	99	108	112	232	355	220	420	193	182	176	642	334	163	519	82	100	259	215
chr2_47177501_47177665_TTC7A-NM_001288953.2	175	143	169	266	553	227	759	259	386	229	1024	476	360	625	197	123	464	281
chr2_47183977_47184146_TTC7A-NM_001288953.2	185	169	199	297	648	276	917	302	491	295	1159	569	474	799	224	151	588	340
chr2_47202111_47202242_TTC7A-NM_001288953.2	153	145	216	320	586	310	878	252	412	303	1099	566	439	753	195	138	581	313
chr2_47205930_47206046_TTC7A-NM_001288953.2	158	155	197	317	561	306	951	217	418	313	1062	568	427	709	188	136	569	320
chr2_47220588_47220667_TTC7A-NM_001288953.2	146	142	180	258	464	257	856	202	366	272	988	479	381	624	172	124	495	305
chr2_47221495_47221653_TTC7A-NM_001288953.2	193	162	233	340	615	328	1139	284	459	347	1313	638	518	844	222	145	653	323
chr2_47222274_47222338_TTC7A-NM_001288953.2	147	106	158	248	465	226	802	217	321	244	914	485	363	604	152	115	433	219
chr2_47222335_47222338_TTC7A-NM_001288955.2	115	79	126	190	354	167	647	178	253	194	731	376	291	468	113	96	342	176
chr2_47233060_47233198_TTC7A-NM_001288953.2	213	168	243	374	696	368	1244	358	499	376	1391	693	522	867	237	177	687	344
chr2_47233779_47233863_TTC7A-NM_001288953.2	186	151	194	312	592	347	1036	315	415	346	1214	561	403	722	195	139	555	288
chr2_47238469_47238574_TTC7A-NM_001288953.2	168	151	190	292	645	370	979	311	456	351	1223	601	410	828	189	148	591	292
chr2_47249000_47249118_TTC7A-NM_001288953.2	137	152	192	291	564	354	830	283	371	353	1193	550	374	762	168	147	485	254
chr2_47250546_47250604_TTC7A-NM_001288953.2	124	136	157	253	536	319	805	248	330	309	1016	452	313	651	139	129	441	225
chr2_47251425_47251498_TTC7A-NM_001288953.2	117	141	151	273	460	296	851	255	340	285	944	486	337	567	146	127	426	223
chr2_47256362_47256523_TTC7A-NM_001288953.2	171	201	208	361	612	374	1137	323	474	399	1244	678	465	819	183	179	573	338
chr2_47273453_47273570_TTC7A-NM_001288953.2	167	134	223	248	530	287	784	243	345	289	1012	519	371	606	201	124	482	265
chr2_47274404_47274476_TTC7A-NM_001288951.2	0	0	2	3	3	5	16	0	1	0	9	2	8	7	3	1	0	0
chr2_47277087_47277185_TTC7A-NM_001288953.2	144	113	207	241	481	249	724	209	316	251	894	456	375	527	203	130	433	214
chr2_47278884_47279019_TTC7A-NM_001288953.2	162	132	212	232	480	262	774	239	331	253	938	467	359	531	198	129	425	186
chr2_47287907_47288110_TTC7A-NM_001288953.2	180	149	203	257	540	309	783	233	334	263	985	502	380	714	236	135	456	224
chr2_47300840_47301059_TTC7A-NM_001288953.2	172	130	146	220	477	297	664	208	297	229	865	493	374	761	190	104	478	232
chr2_62934326_62934430_EHBP1-NM_001142615.3	95	292	91	315	286	343	354	253	217	244	299	523	263	1336	186	396	143	266
chr2_62974529_62974587_EHBP1-NM_001142615.3	94	274	75	274	271	304	318	232	188	210	275	475	227	1273	155	379	136	259
chr2_62991400_62991496_EHBP1-NM_001142615.3	112	314	91	320	354	341	411	289	230	256	312	584	297	1502	177	444	172	318
chr2_62998473_62998527_EHBP1-NM_001142615.3	82	221	61	254	292	270	338	237	175	197	243	460	238	1214	126	351	139	236
chr2_63053221_63053403_EHBP1-NM_001142615.3	167	381	134	383	405	397	530	341	249	344	398	680	381	1771	229	530	207	357
chr2_63058153_63058293_EHBP1-NM_001142615.3	170	358	121	353	315	374	431	286	210	294	355	675	347	1516	206	476	191	349
chr2_63085540_63085645_EHBP1-NM_001354212.1	3	0	7	5	6	2	13	2	8	2	22	2	12	26	7	1	7	1
chr2_63086303_63086426_EHBP1-NM_001142615.3	155	325	100	359	301	368	397	295	209	282	350	683	334	1385	201	515	187	348
chr2_63091865_63092106_EHBP1-NM_001142615.3	260	493	160	522	422	483	586	476	307	447	494	925	520	1929	310	731	311	524
chr2_63101480_63101667_EHBP1-NM_001142615.3	214	404	130	455	376	387	475	355	259	402	418	748	433	1651	278	586	271	434
