	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated
chr1_177899064_177899679_CRYZL2P-SEC16B	0	0	0	1	0	0	0	1	0	1	0	6	0	3	0	3	0	0
chr1_177899778_177901624_CRYZL2P-SEC16B	0	4	0	5	0	3	1	1	0	3	1	3	2	24	1	8	0	5
chr1_177901704_177901832_CRYZL2P-SEC16B	0	0	0	0	0	1	0	1	0	1	0	1	0	3	0	0	0	2
chr1_177901944_177902348_CRYZL2P-SEC16B	0	1	0	0	0	1	0	1	0	0	0	1	0	3	0	0	0	3
chr1_177902447_177902618_CRYZL2P-SEC16B	0	1	0	0	0	1	0	1	0	0	0	1	0	7	0	1	0	0
chr1_177902771_177905432_CRYZL2P-SEC16B	2	0	0	0	0	0	0	2	0	2	0	0	0	1	1	4	0	0
chr1_177905500_177906348_CRYZL2P-SEC16B	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
chr1_177906648_177908836_CRYZL2P-SEC16B	0	4	0	32	1	14	0	28	0	8	0	31	4	97	0	12	1	18
chr1_177908912_177909744_CRYZL2P-SEC16B	0	2	0	3	2	2	0	4	0	0	0	5	0	14	0	3	0	4
chr1_177909849_177911034_CRYZL2P-SEC16B	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
chr1_177911175_177913695_CRYZL2P-SEC16B	0	0	0	2	2	2	0	0	0	0	2	5	2	34	0	4	0	4
chr1_177913801_177915457_CRYZL2P-SEC16B	1	0	0	2	1	5	1	2	0	0	0	3	1	2	0	0	0	2
chr1_177915666_177916959_CRYZL2P-SEC16B	2	0	0	0	0	0	2	1	0	0	0	3	0	16	1	5	0	2
chr1_177917077_177921048_CRYZL2P-SEC16B	0	2	0	2	0	8	1	2	0	0	0	4	0	0	0	2	2	2
chr1_177921130_177923413_CRYZL2P-SEC16B	2	0	0	2	0	0	0	0	0	1	0	4	0	3	0	3	0	0
chr1_177923511_177927266_CRYZL2P-SEC16B	0	3	3	12	1	12	2	4	0	6	4	20	2	41	1	18	3	11
chr1_177927497_177927974_CRYZL2P-SEC16B	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1
chr1_177928110_177929476_CRYZL2P-SEC16B	0	2	0	8	0	4	0	6	0	1	2	5	0	25	0	12	0	3
chr1_177929538_177929925_CRYZL2P-SEC16B	0	0	0	1	0	3	0	0	0	0	0	5	0	21	0	4	0	9
chr1_177930077_177930724_CRYZL2P-SEC16B	0	0	0	0	0	5	0	0	0	0	0	6	0	6	0	4	0	0
chr1_177930869_177933305_CRYZL2P-SEC16B	0	0	0	3	0	1	0	0	0	1	0	1	1	17	1	6	0	1
chr1_177933414_177934181_CRYZL2P-SEC16B	0	0	0	2	0	3	0	3	0	1	0	0	0	8	0	6	0	0
chr1_177934302_177935027_CRYZL2P-SEC16B	0	6	0	2	1	5	1	7	0	4	0	7	0	22	0	12	0	1
chr1_177935140_177936817_CRYZL2P-SEC16B	0	2	0	0	0	0	0	1	0	4	0	1	0	2	0	2	0	1
chr1_177937116_178007142_CRYZL2P-SEC16B	21	383	36	404	53	459	97	395	20	283	62	658	87	1168	45	420	71	438
chr1_178060642_178063128_RASAL2-AS1	550	75	547	113	1319	150	2764	134	1658	155	1953	159	658	358	787	89	707	65
chr1_196194908_196197356_KCNT2	64	27	72	32	121	27	156	40	49	6	367	15	537	286	425	96	146	33
chr1_196197465_196205115_KCNT2	0	2	0	0	0	0	3	0	0	0	2	0	7	6	4	0	1	0
chr1_196205200_196227323_KCNT2	4	9	4	11	6	5	6	4	0	2	20	16	26	67	13	28	9	10
chr1_196227624_196242597_KCNT2	7	24	0	19	2	9	4	2	2	2	16	8	59	85	21	21	11	4
chr1_196242618_196249989_KCNT2	2	5	1	16	0	17	1	6	2	4	10	6	5	66	4	10	0	2
chr1_196250118_196251402_KCNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
chr1_196251486_196254786_KCNT2	2	0	0	0	1	0	1	0	0	0	1	0	0	0	4	0	2	0
chr1_196254888_196274363_KCNT2	0	5	1	0	1	1	1	0	0	0	0	0	1	1	4	2	0	0
chr1_196274475_196285021_KCNT2	0	0	0	0	0	0	1	0	0	0	0	0	1	5	1	0	1	0
chr1_196285156_196288613_KCNT2	6	4	16	7	41	0	36	7	3	4	58	6	48	48	85	10	28	4
chr1_196288685_196295846_KCNT2	0	6	1	6	9	10	1	8	0	2	2	7	12	54	22	31	0	14
chr1_196296019_196300285_KCNT2	0	0	2	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0
chr1_196300391_196302976_KCNT2	3	4	0	0	4	0	5	0	0	0	3	0	3	0	4	0	1	2
chr1_196303190_196309470_KCNT2	1	0	0	1	3	0	0	0	0	0	0	0	0	2	0	0	1	1
chr1_196309700_196311208_KCNT2	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0
chr1_196311358_196342269_KCNT2	6	16	4	1	9	5	13	0	5	1	20	8	22	4	13	3	9	2
chr1_196342378_196367692_KCNT2	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0
chr1_196367801_196392179_KCNT2	0	3	2	4	1	0	20	0	5	0	9	1	9	6	21	4	5	0
chr1_196392243_196394981_KCNT2	0	4	2	0	0	2	2	0	2	0	2	2	4	0	5	0	3	0
chr1_196395118_196397234_KCNT2	0	0	0	1	0	0	1	0	0	0	1	1	2	5	1	0	0	0
chr1_196397399_196398706_KCNT2	0	0	0	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0
chr1_196398887_196434422_KCNT2	0	4	0	2	0	4	4	0	0	0	1	2	0	6	2	6	0	0
chr1_196434517_196436832_KCNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_196436916_196438123_KCNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_196438198_196448308_KCNT2	2	2	0	2	4	2	1	2	0	0	2	0	0	4	4	10	1	0
chr1_196448368_196451460_KCNT2	0	0	0	5	2	4	2	4	4	0	3	4	6	7	0	6	2	0
chr1_196451509_196458967_KCNT2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
chr1_196459067_196461391_KCNT2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_196461471_196577344_KCNT2	3	4	2	3	7	2	23	4	8	1	17	3	9	20	7	4	7	4
chr1_196577439_196577570_KCNT2	2	1	3	2	18	3	11	3	1	0	17	2	18	25	27	7	19	2
chr1_200520624_200522518_KIF14	233	105	301	221	637	248	100	165	57	133	654	871	69	504	453	395	246	257
chr1_200522895_200523595_KIF14	0	1	1	1	0	4	0	1	0	0	1	5	0	3	0	3	1	1
chr1_200523734_200524507_KIF14	0	0	0	0	2	0	0	0	0	2	0	1	0	2	0	0	0	0
chr1_200524582_200528457_KIF14	6	1	0	4	5	1	0	0	0	0	6	1	2	6	5	2	2	2
chr1_200528580_200529849_KIF14	2	3	0	6	3	5	2	5	0	5	0	14	0	20	1	28	1	10
chr1_200530008_200534196_KIF14	0	0	0	0	0	1	0	3	0	0	0	1	1	6	0	0	0	0
chr1_200534381_200534572_KIF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_200534797_200539038_KIF14	0	0	1	3	0	1	0	0	0	0	4	10	1	2	1	0	1	0
chr1_200539133_200544718_KIF14	0	3	2	4	3	1	0	3	0	0	2	5	0	0	1	6	0	0
chr1_200544819_200549381_KIF14	0	4	3	2	0	0	0	0	0	2	3	3	0	2	0	0	0	0
chr1_200549511_200550328_KIF14	2	0	2	1	4	2	1	0	0	0	2	4	0	0	3	3	0	2
chr1_200550422_200555228_KIF14	2	0	3	0	2	0	2	0	0	1	0	3	0	2	0	1	0	0
chr1_200555355_200558344_KIF14	1	2	0	2	0	0	2	0	0	0	2	1	1	0	4	2	1	0
chr1_200558497_200559252_KIF14	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
chr1_200559400_200561207_KIF14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1_200561368_200562794_KIF14	2	0	1	0	3	0	0	0	1	0	2	0	0	0	1	0	3	0
chr1_200562897_200567364_KIF14	5	3	3	6	4	2	1	1	0	3	9	4	2	4	4	9	1	4
chr1_200567549_200569177_KIF14	10	0	5	2	13	7	4	2	1	0	31	4	5	13	10	3	13	0
chr1_200569241_200569483_KIF14	0	0	4	1	6	0	0	0	0	0	5	9	0	1	3	2	1	4
chr1_200569631_200571023_KIF14	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
chr1_200571196_200572353_KIF14	1	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
chr1_200572469_200572966_KIF14	0	0	1	0	2	0	0	1	1	2	1	1	2	3	1	1	0	2
chr1_200573083_200574410_KIF14	0	0	0	1	3	2	1	0	0	0	0	4	0	2	0	7	0	0
chr1_200574518_200574991_KIF14	0	1	0	0	1	0	1	0	0	0	1	2	0	3	1	0	0	0
chr1_200575022_200575873_KIF14	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0
chr1_200575926_200577957_KIF14	3	0	1	0	3	2	2	4	0	0	5	8	0	0	2	0	1	3
chr1_200578056_200583445_KIF14	1	0	0	2	0	1	0	0	3	1	1	10	2	2	6	0	0	1
chr1_200583533_200584482_KIF14	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0
chr1_200584737_200586739_KIF14	5	0	0	10	5	0	0	0	0	2	0	10	2	2	1	2	0	7
chr1_200587851_200589879_KIF14	46	54	100	74	211	87	35	58	26	35	192	206	32	133	157	121	72	92
chr1_203444933_203452312_PRELP	4	18	16	25	29	180	61	108	107	288	119	98	63	1719	14	15	41	26
chr1_203453285_203455833_PRELP	2	0	7	4	8	0	5	0	0	3	7	2	0	38	6	0	4	0
chr1_203456006_203460480_PRELP	42	112	72	243	242	1237	623	845	1376	2638	1495	799	502	7698	58	74	211	83
chr1_203769587_203770202_ZBED6	85	265	179	241	225	239	88	223	110	211	487	370	250	720	208	280	91	148
chr1_206137264_206137334_FAM72A	12	3	12	10	49	4	47	8	19	8	122	7	34	34	36	7	84	11
chr1_206137486_206139304_FAM72A	217	251	200	343	493	302	233	221	116	225	593	546	259	1862	292	311	474	406
chr1_206139456_206141445_FAM72A	13	9	1	6	2	11	1	2	3	4	8	12	5	33	2	7	2	22
chr1_206141523_206145453_FAM72A	3	0	0	4	1	0	2	5	2	0	11	0	2	26	1	2	0	0
chr1_206145578_206153956_FAM72A	99	14	54	44	139	17	34	20	44	21	105	43	54	65	103	41	45	23
chr1_206154048_206155151_FAM72A	179	57	107	85	400	59	92	58	60	69	329	266	71	349	170	161	153	115
chr1_207039153_207039197_IL20	0	0	2	0	5	0	0	0	2	0	3	0	1	0	0	0	2	0
chr1_207039356_207039643_IL20	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
chr1_207039709_207039828_IL20	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
chr1_207039981_207040728_IL20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr1_207040803_207041831_IL20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_207041906_207042568_IL20	17	0	4	0	5	0	3	0	1	0	4	0	11	2	2	0	13	0
chr1_207495022_207495110_CD55	176	141	229	200	316	193	326	123	274	152	760	232	477	635	254	62	439	166
chr1_207495210_207495726_CD55	23	1	36	0	14	2	80	3	39	1	97	0	76	10	48	2	95	1
chr1_207495912_207497903_CD55	0	0	0	0	0	3	0	2	4	3	2	1	4	5	0	3	0	0
chr1_207498095_207498966_CD55	0	0	0	1	0	0	0	0	0	3	1	3	0	2	0	0	0	0
chr1_207499066_207500096_CD55	5	18	7	8	7	10	14	7	8	18	27	18	34	54	10	6	24	14
chr1_207500182_207504452_CD55	5	6	3	2	10	4	43	22	13	49	51	14	35	44	7	14	14	12
chr1_207504641_207510037_CD55	44	15	16	21	20	16	20	9	17	7	62	27	33	87	20	10	26	13
chr1_207510163_207510673_CD55	95	21	719	57	169	26	78	27	88	37	486	60	379	105	267	20	337	27
chr1_207510754_207512741_CD55	17	6	29	9	18	6	19	16	11	14	55	22	20	55	14	5	24	30
chr1_207512762_207513735_CD55	16	14	21	10	16	12	16	12	13	6	41	9	48	72	8	8	34	12
chr1_207513986_207520791_CD55	35	33	72	47	28	35	68	34	55	42	110	43	92	207	44	21	101	28
chr1_207520906_207527351_CD55	17	9	26	11	7	2	9	10	9	4	10	13	18	20	9	7	13	0
chr1_207527422_207532890_CD55	14	8	7	19	7	4	19	15	5	11	21	8	39	105	6	12	2	6
chr1_207533011_207534311_CD55	1155	499	1465	508	1101	398	1624	527	1499	589	4779	675	3132	2037	1680	263	3274	517
chr1_212113740_212115168_INTS7	162	62	275	163	451	81	790	158	381	150	1274	256	508	409	407	249	322	142
chr1_212115453_212118125_INTS7	3	7	7	28	17	7	21	44	5	10	25	23	19	90	9	34	8	21
chr1_212118311_212119948_INTS7	10	0	31	8	23	4	39	5	11	6	70	9	18	44	21	19	17	7
chr1_212120047_212125910_INTS7	27	41	64	77	51	22	80	72	41	30	145	53	146	304	84	118	53	51
chr1_212126043_212139771_INTS7	42	12	28	17	18	4	52	5	33	10	218	30	16	19	25	7	21	4
chr1_212139840_212141219_INTS7	1	3	4	4	10	2	7	1	5	8	10	10	7	11	5	3	1	3
chr1_212141323_212141854_INTS7	3	1	5	3	8	2	6	2	4	1	7	1	7	5	4	8	2	1
chr1_212142049_212148507_INTS7	6	15	9	42	10	18	0	20	4	37	7	37	22	87	9	75	1	10
chr1_212148714_212149923_INTS7	0	3	0	1	1	2	3	2	1	1	5	1	7	3	5	1	1	1
chr1_212150061_212151613_INTS7	3	2	5	4	27	2	22	4	13	5	24	11	16	35	13	17	10	3
chr1_212151853_212154434_INTS7	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
chr1_212154532_212156017_INTS7	0	0	2	0	5	1	4	0	2	0	5	1	3	10	0	1	3	2
chr1_212156152_212161227_INTS7	15	0	5	1	14	1	34	5	7	1	30	3	29	36	19	13	5	7
chr1_212161345_212179980_INTS7	12	2	18	4	20	1	48	5	14	1	60	1	40	29	15	6	20	6
chr1_212180103_212180591_INTS7	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1
chr1_212180791_212184716_INTS7	17	0	0	0	3	1	4	0	3	2	9	3	8	15	6	4	6	4
chr1_212184763_212190227_INTS7	0	0	5	0	7	4	9	4	2	0	14	3	7	17	4	3	2	3
chr1_212190365_212193463_INTS7	2	3	11	1	10	4	3	5	8	3	14	6	9	14	13	5	2	3
chr1_212193610_212194424_INTS7	0	0	2	0	2	1	3	0	0	1	6	1	3	18	0	3	0	0
chr1_212194554_212208685_INTS7	3	0	1	0	1	0	4	0	1	0	5	1	1	11	8	3	5	1
chr1_212208779_212209002_INTS7	65	32	114	65	236	54	236	51	102	40	354	95	314	281	195	91	227	68
chr1_218518625_218520043_TGFB2	1176	20	1861	48	5614	230	4112	128	2262	108	4025	56	2117	287	2688	99	1560	27
chr1_218520389_218536675_TGFB2	43	4	52	0	111	1	128	0	98	11	74	1	53	10	64	7	34	0
chr1_218536759_218578510_TGFB2	35	3	37	0	52	0	116	9	57	1	28	0	59	10	32	0	14	2
chr1_218578674_218607423_TGFB2	79	2	155	0	50	0	80	3	24	2	89	0	31	18	60	9	74	0
chr1_218607556_218607679_TGFB2	15	0	6	2	25	0	14	0	6	0	27	0	22	5	13	1	14	0
chr1_218607790_218609311_TGFB2	14	0	38	1	27	0	19	6	9	4	31	0	23	25	18	1	15	0
chr1_218609489_218610684_TGFB2	9	0	19	0	14	0	16	0	13	2	18	0	8	6	24	8	13	0
chr1_218610838_218614545_TGFB2	11	1	21	0	36	4	48	10	40	9	23	0	91	23	22	4	16	0
chr1_218614701_218617961_TGFB2	2687	60	4091	118	8439	329	7135	254	4955	264	8178	147	5348	678	6644	296	3140	78
chr1_220701477_220702164_MARK1	17	25	15	49	50	45	168	33	50	45	87	39	57	97	23	12	23	19
chr1_220702215_220752695_MARK1	9	2	8	2	2	0	13	3	2	0	25	4	3	7	10	0	8	1
chr1_220752899_220754406_MARK1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr1_220754469_220771672_MARK1	53	44	41	30	66	17	189	32	88	21	58	49	84	115	53	31	53	37
chr1_220771721_220773139_MARK1	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0
chr1_220773205_220777408_MARK1	1	2	0	0	0	0	3	1	0	1	0	0	0	7	0	2	0	0
chr1_220777479_220789280_MARK1	0	4	1	1	0	0	5	4	2	0	1	3	2	2	1	4	1	0
chr1_220789337_220791651_MARK1	0	6	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0
chr1_220791888_220791977_MARK1	0	2	0	0	0	1	4	0	0	1	0	1	0	0	0	0	0	0
chr1_220792097_220804376_MARK1	1	6	1	2	0	0	6	0	4	7	3	2	0	7	2	4	0	2
chr1_220804476_220805542_MARK1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0
chr1_220805655_220808717_MARK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
chr1_220808871_220809174_MARK1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr1_220809368_220823961_MARK1	2	23	4	35	5	6	12	22	5	9	6	12	44	84	0	21	0	24
chr1_220824062_220825327_MARK1	0	0	0	2	0	0	3	0	1	0	0	0	1	3	0	2	0	0
chr1_220825492_220826439_MARK1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0
chr1_220826694_220831131_MARK1	8	12	0	12	0	0	0	12	0	7	2	4	8	30	2	6	1	4
chr1_220831176_220835153_MARK1	2	3	0	18	0	6	0	12	0	6	4	10	7	18	0	7	0	0
chr1_220835505_220837803_MARK1	13	32	20	47	29	27	190	43	68	34	53	52	74	164	54	39	28	25
chr1_227918889_227920095_JMJD4	190	145	173	281	884	412	1022	275	509	271	1236	524	451	912	396	283	332	234
chr1_227920377_227920581_JMJD4	0	1	0	4	11	2	3	0	5	5	11	7	1	49	5	1	2	2
chr1_227920728_227921114_JMJD4	9	7	6	16	43	19	81	24	23	17	57	25	11	60	25	11	14	7
chr1_227921382_227921607_JMJD4	2	1	0	2	2	2	4	1	1	1	6	3	3	15	8	10	1	1
chr1_227921733_227922351_JMJD4	4	1	0	4	10	9	7	8	0	4	8	13	3	24	8	8	1	2
chr1_227922517_227922712_JMJD4	7	1	3	19	25	14	27	10	7	16	35	32	11	77	14	26	5	12
chr10_1205707_1210612_LINC00200	0	0	0	0	4	0	0	0	32	11	2	0	258	169	3	0	0	0
chr10_3094685_3109125_LOC101927824	28	1	27	16	26	25	59	8	18	10	62	8	16	38	73	14	58	11
chr10_11495944_11504442_USP6NL	297	199	171	237	365	269	1018	261	421	190	971	423	691	914	376	317	528	202
chr10_11505848_11523768_USP6NL	0	7	1	2	1	0	0	0	1	0	7	4	0	5	0	2	0	0
chr10_11523921_11526969_USP6NL	0	0	0	2	0	0	1	0	0	0	0	0	4	2	0	0	0	0
chr10_11527069_11527167_USP6NL	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr10_11527233_11527815_USP6NL	0	0	0	0	0	1	2	0	0	0	1	0	3	1	0	0	0	0
chr10_11527910_11531100_USP6NL	6	2	0	2	1	2	0	0	4	2	3	2	9	8	1	6	1	4
chr10_11531221_11532830_USP6NL	6	11	2	4	9	12	9	9	9	1	4	4	11	36	7	7	1	2
chr10_11532879_11535117_USP6NL	0	1	0	0	0	0	2	0	1	2	1	0	0	0	1	2	0	1
chr10_11535227_11543099_USP6NL	29	10	14	2	20	3	82	1	52	12	58	8	45	19	20	0	52	3
chr10_11543207_11551593_USP6NL	0	5	0	0	1	0	3	0	1	0	4	0	2	1	0	2	1	4
chr10_11551674_11560533_USP6NL	2	0	0	0	2	0	7	1	1	3	3	0	7	15	0	3	3	2
chr10_11560573_11567384_USP6NL	3	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2
chr10_11567467_11569498_USP6NL	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0
chr10_11569566_11574176_USP6NL	4	0	0	2	0	0	0	0	2	0	1	0	4	3	2	0	0	0
chr10_11574231_11639629_USP6NL	82	99	60	132	176	106	394	145	232	71	278	244	159	434	96	182	113	103
chr10_11639633_11653788_USP6NL	41	33	16	64	81	65	130	53	62	42	118	78	84	212	42	65	98	66
chr10_13628964_13629086_PRPF18	61	75	104	88	167	90	161	66	80	64	298	118	224	511	130	123	137	88
chr10_13629152_13639457_PRPF18	6	3	19	17	13	5	26	8	7	7	25	15	38	111	10	23	15	23
chr10_13639535_13642243_PRPF18	0	1	3	2	4	0	0	1	2	0	2	1	1	5	1	1	2	3
chr10_13642348_13647630_PRPF18	0	4	1	3	5	0	4	0	9	2	10	1	4	27	4	3	0	0
chr10_13647744_13652038_PRPF18	0	1	1	0	4	5	6	0	2	4	11	4	13	13	4	2	4	3
chr10_13652185_13653614_PRPF18	0	0	2	4	6	1	4	1	5	3	4	5	9	21	0	2	3	3
chr10_13653683_13655740_PRPF18	18	8	11	4	18	0	53	4	23	8	64	24	32	15	10	6	28	3
chr10_13655881_13656014_PRPF18	0	0	0	1	1	0	2	1	1	2	3	7	1	8	2	1	2	2
chr10_13656086_13658397_PRPF18	3	0	1	0	3	1	1	0	4	1	5	2	0	4	5	1	1	2
chr10_13658553_13672259_PRPF18	2	47	5	11	7	34	3	13	0	16	15	10	29	61	2	30	4	0
chr10_13672337_13672859_PRPF18	135	105	193	154	309	165	404	138	242	123	685	344	411	830	267	218	334	158
chr10_47133294_47133836_HNRNPA1P33	89	11	18	11	45	47	91	1	232	29	166	79	11	33	48	30	17	15
chr10_61786055_61802451_ANK3	9	4	20	7	27	4	82	3	46	6	34	0	80	101	411	328	37	0
chr10_61802517_61815415_ANK3	2	1	2	0	2	0	1	2	2	0	2	0	2	6	8	15	1	0
chr10_61815794_61819097_ANK3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
chr10_61819188_61819455_ANK3	2	0	0	0	2	0	6	0	3	1	2	0	2	3	8	12	0	0
chr10_61819764_61822868_ANK3	1	0	0	0	1	0	0	0	0	2	3	0	4	2	6	9	2	0
chr10_61823012_61823914_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61824046_61827692_ANK3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	3	0	0
chr10_61827767_61828394_ANK3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0
chr10_61836206_61840294_ANK3	0	0	4	0	8	1	8	0	5	1	0	0	0	1	26	7	8	0
chr10_61840376_61841907_ANK3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
chr10_61841934_61842372_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61842495_61843249_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0
chr10_61843375_61844359_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
chr10_61844588_61844914_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61845011_61846434_ANK3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	4	0	0
chr10_61846642_61847904_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61848116_61865662_ANK3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
chr10_61865817_61868587_ANK3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
chr10_61868812_61873982_ANK3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0
chr10_61874089_61894028_ANK3	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	8	0	0
chr10_61894131_61898721_ANK3	0	0	2	0	0	0	0	1	0	0	0	0	2	0	4	6	3	0
chr10_61898845_61900109_ANK3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10_61900125_61905725_ANK3	0	0	0	2	1	0	3	0	0	0	2	0	0	2	5	12	4	0
chr10_61905779_61926348_ANK3	0	0	0	0	3	0	1	0	0	0	2	0	0	0	11	10	0	0
chr10_61926411_61926581_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
chr10_61926654_61932065_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
chr10_61932161_61932657_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr10_61932756_61932845_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61932944_61941086_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr10_61941185_61946472_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61946670_61955902_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61956001_61956284_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10_61956383_61958097_ANK3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr10_61958295_61959886_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr10_61959985_61962759_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
chr10_61962858_61965549_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61965648_61967793_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10_61967991_61973169_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_61973268_61994445_ANK3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	4	1	0
chr10_61994544_62021616_ANK3	0	0	0	0	4	0	0	0	0	0	0	0	0	4	9	10	1	0
chr10_62021715_62023592_ANK3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
chr10_62023778_62029888_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10_62029987_62038531_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr10_62038630_62038807_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr10_62038906_62039295_ANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0
chr10_62039397_62149182_ANK3	9	2	7	0	6	1	11	1	4	0	21	1	6	9	67	38	43	0
chr10_62149296_62332222_ANK3	9	3	13	0	12	0	29	0	7	0	56	2	6	2	12	7	75	0
chr10_62332285_62374943_ANK3	2	0	1	0	0	0	0	0	0	0	2	0	2	4	6	6	1	0
chr10_62374982_62493020_ANK3	29	0	2	0	3	4	17	0	6	0	8	1	2	9	3	1	6	0
chr10_62493077_62493286_ANK3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
